Occupation,Job Zone,Code,Synonyms
scrap distribution manager,,,[]
scrap metal operative,,,[]
scraper operator,,,[]
screen making technician,,,[]
screen printer,,,[]
screw machine operator,,,[]
script supervisor,,,[]
script writer,,,[]
sculptor,,,"['sculpturer', 'carver', 'statue maker', 'sculptor', 'Sculptor']"
seafood shop manager,,,[]
seafood specialised seller,,,[]
search engine optimisation expert,,,[]
second officer,,,[]
second-hand goods specialised seller,,,[]
second-hand shop manager,,,[]
secondary school department head,,,[]
secondary school head teacher,,,[]
secondary school teacher,,,[]
secondary school teaching assistant,,,[]
secretary general,,,[]
secretary of state,,,[]
sectional belt mould assembler,,,[]
securities analyst,,,[]
securities broker,,,[]
securities trader,,,[]
securities underwriter,,,[]
security alarm investigator,,,[]
security alarm technician,,,[]
security consultant,,,[]
security guard,,,[]
security guard supervisor,,,[]
security manager,,,[]
seeds animal feeds,,,[]
seeds manager,,,[]
seismologist,,,['seismologist']
semiconductor processor,,,[]
sensor engineer,,,[]
sensor engineering technician,,,[]
sensory scientist,,,[]
septic tank servicer,,,[]
sergeant,,,"['police sergeant', 'serjeant', 'sergeant-at-law', 'sergeant', 'serjeant-at-law']"
service manager,,,[]
services manager,,,[]
set builder,,,[]
set buyer,,,[]
set designer,,,[]
sewer construction supervisor,,,[]
sewer construction worker,,,[]
sewerage cleaner,,,[]
sewerage maintenance technician,,,[]
sewerage network operative,,,[]
sewerage systems manager,,,[]
sewing machine operator,,,[]
sewing machinist,,,[]
sexual violence counsellor,,,[]
sheep breeder,,,[]
sheet metal worker,,,[]
shelf filler,,,[]
shepherd,,,"['sheepman', 'sheepherder', 'shepherd']"
shiatsu practitioner,,,[]
ship assistant engineer,,,[]
ship duty engineer,,,[]
ship pilot dispatcher,,,[]
ship planner,,,[]
ship steward/ship stewardess,,,[]
shipbroker,,,[]
shipping agent,,,[]
ships aircraft,,,[]
ships manager,,,[]
shipwright,,,"['shipbuilder', 'shipwright', 'ship builder']"
shoe manager,,,[]
shoe repairer,,,[]
shoe seller,,,[]
shoemaker,,,"['cobbler', 'shoemaker']"
shop assistant,,,[]
shop manager,,,[]
shop supervisor,,,[]
shotfirer,,,[]
shunter,,,['shunter']
sign language interpreter,,,[]
sign language teacher,,,[]
sign maker,,,[]
silversmith,,,"['silversmith', 'silverworker', 'silver-worker']"
singer,,,"['Isaac Merrit Singer', 'vocalizer', 'Isaac M. Singer', 'vocaliser', 'Singer', 'singer', 'vocalist', 'Isaac Bashevis Singer']"
ski instructor,,,[]
ski lift operator,,,[]
skins leather products,,,[]
skins manager,,,[]
skipper,,,"['captain', 'master', 'sea captain', 'skipper']"
slate mixer,,,[]
slitter operator,,,[]
smart city consultant,,,[]
smart home engineer,,,[]
smart home installer,,,[]
snow-clearing worker,,,[]
snowboard instructor,,,[]
soap chipper,,,[]
soap drier operator,,,[]
soap maker,,,[]
soap tower operator,,,[]
social care worker,,,[]
social counsellor,,,[]
social entrepreneur,,,[]
social pedagogue,,,[]
social security administrator,,,[]
social security inspector,,,[]
social security officer,,,[]
social service consultant,,,[]
social services manager,,,[]
social services policy officer,,,[]
social work assistant,,,[]
social work lecturer,,,[]
social work practice educator,,,[]
social work researcher,,,[]
social work supervisor,,,[]
sociologist,,,['sociologist']
sociology lecturer,,,[]
software analyst,,,[]
software developer,,,[]
software distribution manager,,,[]
software manager,,,[]
software specialised seller,,,[]
software tester,,,[]
soil scientist,,,[]
soil surveying technician,,,[]
solar energy engineer,,,[]
solar energy sales consultant,,,[]
solar energy technician,,,[]
solar power plant operator,,,[]
solderer,,,['solderer']
sole operator,,,[]
solid waste operator,,,[]
sophrologist,,,[]
sorter labourer,,,[]
sound artist,,,[]
sound designer,,,[]
sound editor,,,[]
sound mastering engineer,,,[]
sound operator,,,[]
spa attendant,,,[]
spa manager,,,[]
space science lecturer,,,[]
spark erosion machine operator,,,[]
special educational needs assistant,,,[]
special educational needs coordinator,,,[]
special educational needs head teacher,,,[]
special educational needs itinerant teacher,,,[]
special educational needs teacher,,,[]
special educational needs teacher primary school,,,[]
special educational needs teacher secondary school,,,[]
special effects artist,,,[]
special forces officer,,,[]
special-interest groups' official,,,[]
specialised antique dealer,,,[]
specialised doctor,,,[]
specialised goods distribution manager,,,[]
specialised outdoor animator,,,[]
specialised seller,,,[]
specialised veterinarian,,,[]
specialist biomedical scientist,,,[]
specialist chiropractor,,,[]
specialist dentist,,,[]
specialist nurse,,,[]
specialist pharmacist,,,[]
speech therapist,,,[]
speechwriter,,,['speechwriter']
spices distribution manager,,,[]
spinning machine operator,,,[]
spinning textile operator,,,[]
spokesperson,,,"['interpreter', 'spokesperson', 'voice', 'representative']"
sport administrator,,,[]
sport facility manager,,,[]
sport therapist,,,[]
sporting accessories specialised seller,,,[]
sporting manager,,,[]
sports coach,,,[]
sports equipment repair technician,,,[]
sports goods,,,[]
sports instructor,,,[]
sports journalist,,,[]
sports official,,,[]
sports programme coordinator,,,[]
spot welder,,,[]
spring maker,,,[]
sprinkler fitter,,,[]
squadron leader,,,[]
stage director,,,[]
stage machinist,,,[]
stage manager,,,[]
stage technician,,,[]
stagehand,,,"['stagehand', 'stage technician']"
staircase installer,,,[]
stamping press operator,,,[]
stand-in,,,"['reliever', 'substitute', 'backup', 'fill-in', 'relief', 'backup man', 'stand-in']"
stand-up comedian,,,[]
standalone public buyer,,,[]
starch converting operator,,,[]
starch extraction operator,,,[]
stationery shop manager,,,[]
stationery specialised seller,,,[]
statistical assistant,,,[]
statistician,,,"['actuary', 'mathematical statistician', 'statistician']"
steam engineer,,,[]
steam plant operator,,,[]
steam turbine operator,,,[]
steeplejack,,,['steeplejack']
steiner school teacher,,,[]
sterile services technician,,,[]
stevedore superintendent,,,[]
steward/stewardess,,,[]
stock broker,,,[]
stock trader,,,[]
stone driller,,,[]
stone engraver,,,[]
stone planer,,,[]
stone polisher,,,[]
stone splitter,,,[]
stonemason,,,"['stonemason', 'mason']"
stop-motion animator,,,[]
store detective,,,[]
storyboard artist,,,[]
straightening machine operator,,,[]
strategic planning manager,,,[]
street artist,,,[]
street food vendor,,,[]
street lighting electrician,,,[]
street performer,,,[]
street sweeper,,,[]
street warden,,,[]
stringed musical instrument maker,,,[]
structural ironwork supervisor,,,[]
structural ironworker,,,[]
student financial support coordinator,,,[]
stunt performer,,,[]
substance misuse worker,,,[]
substation engineer,,,[]
subtitler,,,[]
sugar confectionery distribution manager,,,[]
sugar distribution manager,,,[]
sugar refinery operator,,,[]
supermarket manager,,,[]
supply chain assistant,,,[]
supply chain manager,,,[]
supreme court judge,,,[]
surface engineer,,,[]
surface grinding machine operator,,,[]
surface mine plant operator,,,[]
surface miner,,,[]
surface treatment operator,,,[]
surface-mount technology machine operator,,,[]
surgical instrument maker,,,[]
survey enumerator,,,[]
surveying technician,,,[]
survival instructor,,,[]
sustainability manager,,,[]
swaging machine operator,,,[]
swimming facility attendant,,,[]
swimming teacher,,,[]
synthetic materials engineer,,,[]
system configurator,,,[]
table saw operator,,,[]
tailor,,,"['tailor', 'seamster', 'sartor']"
talent acquisition manager,,,[]
talent agent,,,[]
tanner,,,"['sixpence', 'tanner']"
tanning consultant,,,[]
tanning technician,,,[]
tax advisor,,,[]
tax clerk,,,[]
tax compliance officer,,,[]
tax inspector,,,[]
tax policy analyst,,,[]
taxi controller,,,[]
taxi driver,,,[]
taxidermist,,,"['stuffer', 'taxidermist', 'animal stuffer']"
tea distribution manager,,,[]
tea spices,,,[]
teacher of talented students,,,[]
technical communicator,,,[]
technical director,,,[]
technical sales representative,,,[]
telecommunication equipment shop manager,,,[]
telecommunications analyst,,,[]
telecommunications engineer,,,[]
telecommunications engineering technician,,,[]
telecommunications equipment,,,[]
telecommunications equipment maintainer,,,[]
telecommunications equipment specialised seller,,,[]
telecommunications manager,,,[]
telecommunications technician,,,[]
telephone switchboard operator,,,[]
temperature screener,,,[]
tennis coach,,,[]
tent installer,,,[]
terrazzo setter,,,[]
terrazzo setter supervisor,,,[]
test engineer,,,[]
textile chemical quality technician,,,[]
textile chemist,,,[]
textile colourist,,,[]
textile designer,,,[]
textile dyeing technician,,,[]
textile dyer,,,[]
textile finishing machine operator,,,[]
textile footwear researcher,,,[]
textile industry machinery distribution manager,,,[]
textile machine operator,,,[]
textile machinery technician,,,[]
textile operations manager,,,[]
textile pattern making machine operator,,,[]
textile printer,,,[]
textile process controller,,,[]
textile product developer,,,[]
textile quality inspector,,,[]
textile quality manager,,,[]
textile quality technician,,,[]
textile semi-finished manager,,,[]
textile shop manager,,,[]
textile sourcing merchandiser,,,[]
textile specialised seller,,,[]
textile technologist,,,[]
textiles distribution manager,,,[]
thanatology researcher,,,[]
theatre technician,,,[]
theme park technician,,,[]
thermal engineer,,,[]
thread rolling machine operator,,,[]
ticket issuing clerk,,,[]
ticket sales agent,,,[]
tile caster,,,[]
tile fitter,,,[]
tiling supervisor,,,[]
timber trader,,,[]
tissue paper perforating operator,,,[]
title closer,,,[]
tobacco products distribution manager,,,[]
tobacco shop manager,,,[]
tobacco specialised seller,,,[]
toilet attendant,,,[]
tool grinder,,,[]
tool maker,,,[]
tool pusher,,,[]
tooling engineer,,,[]
tour operator manager,,,[]
tour operator representative,,,[]
tour organiser,,,[]
tourism contract negotiator,,,[]
tourism policy director,,,[]
tourism product manager,,,[]
tourism vocational teacher,,,[]
tourist animator,,,[]
tourist guide,,,[]
tourist information centre manager,,,[]
tourist information officer,,,[]
tow truck driver,,,[]
tower crane operator,,,[]
toxicologist,,,['toxicologist']
toymaker,,,[]
toys manager,,,[]
toys seller,,,[]
tracer powder blender,,,[]
trade development officer,,,[]
trade regional manager,,,[]
traditional chinese medicine therapist,,,[]
train attendant,,,[]
train cleaner,,,[]
train conductor,,,[]
train dispatcher,,,[]
train driver,,,[]
train preparer,,,[]
tram controller,,,[]
tram driver,,,[]
tramways technician,,,[]
translation agency manager,,,[]
translator,,,"['translating program', 'interpreter', 'translator', 'transcriber']"
transport engineer,,,[]
transport equipment painter,,,[]
transport health inspector,,,[]
transport planner,,,[]
transport technology vocational teacher,,,[]
travel agency manager,,,[]
travel agent,,,[]
travel consultant,,,[]
travel teacher,,,[]
tree surgeon,,,[]
trolley bus driver,,,[]
truck driving instructor,,,[]
tufting operator,,,[]
tumbling machine operator,,,[]
tunnel boring machine operator,,,[]
tunnel kiln operator,,,[]
turner,,,"['Joseph Mallord William Turner', 'Frederick Jackson Turner', 'Henry Hubert Turner', 'Turner', 'turner', 'Nat Turner', 'food turner']"
turning machine operator,,,[]
tutor,,,"['coach', 'private instructor', 'tutor']"
twisting machine operator,,,[]
typesetter,,,"['setter', 'typographer', 'typesetter', 'compositor']"
typist,,,['typist']
tyre builder,,,[]
tyre fitter,,,[]
tyre vulcaniser,,,[]
underground heavy equipment operator,,,[]
underground miner,,,[]
underwater construction supervisor,,,[]
university department head,,,[]
university literature lecturer,,,[]
university research assistant,,,[]
university teaching assistant,,,[]
upsetting machine operator,,,[]
user experience analyst,,,[]
user interface designer,,,[]
user interface developer,,,[]
usher,,,"['Ussher', 'doorkeeper', 'Usher', 'James Usher', 'usher', 'guide', 'James Ussher']"
utilities inspector,,,[]
v-belt builder,,,[]
v-belt coverer,,,[]
v-belt finisher,,,[]
vacuum forming machine operator,,,[]
van delivery driver,,,[]
variety artist,,,[]
varnish maker,,,[]
vegetable canner,,,[]
vegetable picker,,,[]
vegetables distribution manager,,,[]
vegetables shop manager,,,[]
vegetables specialised seller,,,[]
vehicle cleaner,,,[]
vehicle electronics installer,,,[]
vehicle glazier,,,[]
vehicle maintenance attendant,,,[]
vehicle maintenance supervisor,,,[]
vehicle rental agent,,,[]
vehicle restoration technician,,,[]
vehicle technician,,,[]
vending machine operator,,,[]
veneer grader,,,[]
veneer slicer operator,,,[]
ventilation conditioning engineer,,,[]
ventilation drafter,,,[]
ventilation engineering technician,,,[]
ventilation service installer,,,[]
venture capitalist,,,[]
venue director,,,[]
venue programmer,,,[]
verger,,,['verger']
vermouth manufacturer,,,[]
vessel assembly inspector,,,[]
vessel assembly supervisor,,,[]
vessel engine assembler,,,[]
vessel engine inspector,,,[]
vessel engine tester,,,[]
vessel operations coordinator,,,[]
vessel steering instructor,,,[]
veterinary medicine lecturer,,,[]
veterinary nurse,,,[]
veterinary receptionist,,,[]
veterinary scientist,,,[]
veterinary technician,,,[]
victim support officer,,,[]
video artist,,,[]
video director,,,[]
video editor,,,[]
video equipment shop manager,,,[]
video equipment specialised seller,,,[]
video producer,,,[]
video shop manager,,,[]
video shop specialised seller,,,[]
video technician,,,[]
vineyard cellar master,,,[]
vineyard machinery operator,,,[]
vineyard manager,,,[]
vineyard supervisor,,,[]
vineyard worker,,,[]
violin maker,,,[]
visual arts teacher,,,[]
visual merchandiser,,,[]
